Keywords,Event ID,Title,Organizer,Start (PT),Address,Description,URL,Fee
professional,1125275191389,"Business Case Writing 1 Day Training in Los Angeles, CA",Mangates,2025-08-01 09:00,"PH: +1 469 666 9332, Los Angeles, CA, 90071, US",Our classroom  and corporate training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,https://www.eventbrite.sg/e/business-case-writing-1-day-training-in-los-angeles-ca-tickets-1125275191389,"(USD 595.00, USD 795.00)"
professional,1343428483759,"Master Your Emotions in One Day Training in Los Angeles, CA",Academy for Pros,2025-08-01 09:00,"811 West 7th Street, +1 469 666 9332, Los Angeles, CA, 90017, US","This workshop will equip you with tools to understand, manage and apply emotional intelligence in personal and professional life.",https://www.eventbrite.com/e/master-your-emotions-in-one-day-training-in-los-angeles-ca-tickets-1343428483759,"(USD 595.00, USD 795.00)"
professional,1351391140279,"Unlock Your Communication Potential in 1 Day Workshop in Los Angeles, CA",Academy for Pros,2025-08-01 09:00,"811 West 7th Street, +1 469 666 9332, Los Angeles, CA, 90017, US","A one-day intensive workshop to elevate your communication skills—build clarity, connection, and professional impact.",https://www.eventbrite.com/e/unlock-your-communication-potential-in-1-day-workshop-in-los-angeles-ca-tickets-1351391140279,"(USD 595.00, USD 795.00)"
professional,1112273563169,"Effective Vendor Management 1 Day Training in Los Angeles, CA",Mangates,2025-08-01 09:00,"PH: +1 469 666 9332, Los Angeles, CA, 90071, US","Offers: Group of 5 - 10 people 10% Discount, Group of 11 - 20 people 15% Discount",https://www.eventbrite.sg/e/effective-vendor-management-1-day-training-in-los-angeles-ca-tickets-1112273563169,"(USD 595.00, USD 795.00)"
"career, fair, professional",203182663817,Los Angeles Career Fair,Career Fair Connection,2025-08-01 09:30,"Blvd,, Los Angeles, CA, 90045, US",Connect live with LA Employers,https://www.eventbrite.com/e/los-angeles-career-fair-tickets-203182663817,free
leaders,1415793780309,Hope Los Angeles Leaders Summit,Hope California,2025-08-02 09:30,"131 South Saint John Avenue, Pasadena, CA, 91105, US","Join hundreds of leaders at the Hope Los Angeles Leaders Summit for a day of inspiration, connection, and strategy for the harvest in LA!",https://www.eventbrite.com/e/hope-los-angeles-leaders-summit-tickets-1415793780309,"(free, USD 250.00)"
professional,1353565092629,The Entrepreneur Success Series - August 2025 Event,The Entrepreneur Success Series,2025-08-02 10:00,"629 J Street, Suite 204, San Diego, CA, 92101, US",Hear from seasoned entrepreneurs as they share their best tips and secrets that have helped them to achieve success in life and business.,https://www.eventbrite.com/e/the-entrepreneur-success-series-august-2025-event-tickets-1353565092629,USD 45.00
fair,1339379101949,A CHILD'S DREAM-CA  2025 BACK TO SCHOOL OUTREACH & WELLNESS RESOURCE FAIR!,Cassandra Steptoe-Sampson,2025-08-02 11:00,"@ Veterans Memorial Park, 4153 Overland Avenue, Culver City, CA, 90230, US","Get FREE backpacks, school supplies & connect with resources at A Child's Dream-CA's Back to School Giveaway at the Culver City Teen Center!",https://www.eventbrite.com/e/a-childs-dream-ca-2025-back-to-school-outreach-wellness-resource-fair-tickets-1339379101949,free
development,1375035039819,Beginner Psychic Development Workshop,"Ciara Titus, Medium",2025-08-02 13:00,"24351 Moulton Parkway, Laguna Woods, CA, 92637, US",Learn the Step-by-Step Process of Activating Your Psychic Abilities for Personal Empowerment,https://www.eventbrite.com/e/beginner-psychic-development-workshop-tickets-1375035039819,"(USD 75.00, USD 85.00)"
fair,1409736111659,Arts and Crafts Vendor Fair @ Old World Wiener Dog Race on August 3rd.,K.L. Barber Productions,2025-08-03 10:00,"7561 Center Avenue, Huntington Beach, CA, 92647, US","Vendor spaces are available for August 3rd, 2025. Event is 10:00am to 3:00pm. Vendors can begin set-up at 8:00am. Out time 5:00pm.",https://www.eventbrite.com/e/arts-and-crafts-vendor-fair-old-world-wiener-dog-race-on-august-3rd-tickets-1409736111659,USD 70.00
professional,1139588773699,"Wellness 1 Day Training in Costa Mesa, CA",Mangates,2025-08-04 09:00,"PH: +1 469 666 9332, Costa Mesa, CA, 92626, US",Our classroom  and corporate training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,https://www.eventbrite.sg/e/wellness-1-day-training-in-costa-mesa-ca-tickets-1139588773699,"(USD 595.00, USD 795.00)"
professional,1137734106339,"Essential Coaching Skills for Managers 1 Day Training in Costa Mesa, CA",Mangates,2025-08-04 09:00,"PH: +1 469 666 9332, Costa Mesa, CA, 92626, US","Offers: Group of 5 - 10 people 10% Discount, Group of 11 - 20 people 15% Discount",https://www.eventbrite.sg/e/essential-coaching-skills-for-managers-1-day-training-in-costa-mesa-ca-tickets-1137734106339,"(USD 595.00, USD 795.00)"
professional,1125270748099,"Business Case Writing 1 Day Training in Costa Mesa, CA",Mangates,2025-08-04 09:00,"PH: +1 469 666 9332, Costa Mesa, CA, 92626, US",Our classroom  and corporate training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,https://www.eventbrite.sg/e/business-case-writing-1-day-training-in-costa-mesa-ca-tickets-1125270748099,"(USD 595.00, USD 795.00)"
professional,1130668492899,"Internal Customer Service 1 Day Training in San Diego, CA",Mangates,2025-08-04 09:00,"PH: +1 469 666 9332, San Diego, CA, 92101, US",Our classroom  and corporate training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,https://www.eventbrite.sg/e/internal-customer-service-1-day-training-in-san-diego-ca-tickets-1130668492899,"(USD 595.00, USD 795.00)"
"career, professional",1400381220929,PMP Pass Guarantee In-Person Training in Los Angeles,North America's Largest Training and Certification Provider,2025-08-04 16:00,"445 S Figueroa St Suites 3100, Los Angeles, CA, 90071, US","Guarantee to run in-person PMP exam prep course with pass guarantee, certified instructors and official course materials.",https://www.eventbrite.com/e/pmp-pass-guarantee-in-person-training-in-los-angeles-tickets-1400381220929,USD 1799.00
"career, professional",1375066784769,Six Sigma Black Belt Course with Exam Voucher Training in Los Angeles,North America's Largest Training and Certification Provider,2025-08-04 16:00,"445 S Figueroa St Suites 3100, Los Angeles, CA, 90071, US","Guarantee to run in-person Lean Six Sigma Black Belt exam prep course with pass guarantee, certified instructors and exam voucher.",https://www.eventbrite.com/e/six-sigma-black-belt-course-with-exam-voucher-training-in-los-angeles-tickets-1375066784769,USD 1999.00
"career, professional",1407755397289,CAPM Pass Guarantee In-Person Training in Los Angeles,North America's Largest Training and Certification Provider,2025-08-04 16:00,"445 S Figueroa St Suites 3100, Los Angeles, CA, 90071, US","Guarantee to run in-person CAPM exam prep course with pass guarantee, certified instructors and official course materials.",https://www.eventbrite.com/e/capm-pass-guarantee-in-person-training-in-los-angeles-tickets-1407755397289,USD 1799.00
"career, professional",1400385172749,PMP Pass Guarantee In-Person Training in San Diego,North America's Largest Training and Certification Provider,2025-08-04 16:00,"501 W Broadway Suite 800, San Diego, CA, 92101, US","Guarantee to run in-person PMP exam prep course with pass guarantee, certified instructors and official course materials.",https://www.eventbrite.com/e/pmp-pass-guarantee-in-person-training-in-san-diego-tickets-1400385172749,USD 1799.00
"career, professional",1375066744649,Six Sigma Black Belt Course with Exam Voucher Training in Irvine,North America's Largest Training and Certification Provider,2025-08-04 16:00,"300 Spectrum Center Dr Suite 400, Irvine, CA, 92614, US","Guarantee to run in-person Lean Six Sigma Black Belt exam prep course with pass guarantee, certified instructors and exam voucher.",https://www.eventbrite.com/e/six-sigma-black-belt-course-with-exam-voucher-training-in-irvine-tickets-1375066744649,USD 1999.00
"career, professional",1407749529739,CAPM Pass Guarantee In-Person Training in Irvine,North America's Largest Training and Certification Provider,2025-08-04 16:00,"300 Spectrum Center Dr Suite 400, Irvine, CA, 92614, US","Guarantee to run in-person CAPM exam prep course with pass guarantee, certified instructors and official course materials.",https://www.eventbrite.com/e/capm-pass-guarantee-in-person-training-in-irvine-tickets-1407749529739,USD 1799.00
professional,1261823180099,Grow Your Biz: Pro Branding & Social Selling Online Event (Los Angeles),experiencethegrowthjourney@outlook.com,2025-08-04 17:00,"Online, Los Angeles, CA, 90011, US","Imagine the potential to grow your business, build strong networks,  and gain insights for lasting success. Join us to reach new heights!",https://www.eventbrite.com/e/grow-your-biz-pro-branding-social-selling-online-event-los-angeles-tickets-1261823180099,free
professional,1270054339719,Grow Your Biz: Pro Branding & Social Selling Online Event (Glendale),experiencethegrowthjourney@outlook.com,2025-08-04 17:00,"Online, Glendale, CA, 91205, US","Imagine the potential to grow your business, build strong networks,  and gain insights for lasting success. Join us to reach new heights!",https://www.eventbrite.com/e/grow-your-biz-pro-branding-social-selling-online-event-glendale-tickets-1270054339719,free
professional,1126440486819,Grow Your Biz: Pro Branding & Social Selling Online Event (San Diego),experiencethegrowthjourney@outlook.com,2025-08-04 17:00,"Online, San Diego, CA, 92154, US","Imagine the potential to grow your business, build strong networks,  and gain insights for lasting success. Join us to reach new heights!",https://www.eventbrite.com/e/grow-your-biz-pro-branding-social-selling-online-event-san-diego-tickets-1126440486819,free
professional,1261833290339,Grow Your Biz: Pro Branding & Social Selling Online Event (Oxnard),experiencethegrowthjourney@outlook.com,2025-08-04 17:00,"Online, Oxnard, CA, 93033, US","Imagine the potential to grow your business, build strong networks,  and gain insights for lasting success. Join us to reach new heights!",https://www.eventbrite.com/e/grow-your-biz-pro-branding-social-selling-online-event-oxnard-tickets-1261833290339,free
professional,1126856430919,Grow Your Biz: Pro Branding & Social Selling Online Event (Riverside),experiencethegrowthjourney@outlook.com,2025-08-04 17:00,"Online, Riverside, CA, 92503, US","Imagine the potential to grow your business, build strong networks,  and gain insights for lasting success. Join us to reach new heights!",https://www.eventbrite.com/e/grow-your-biz-pro-branding-social-selling-online-event-riverside-tickets-1126856430919,free
professional,1236770346399,Grow Your Biz: Pro Branding & Social Selling Online Event (Chula Vista),experiencethegrowthjourney@outlook.com,2025-08-04 17:00,"Online, Chula Vista, CA, 91911, US","Imagine the potential to grow your business, build strong networks,  and gain insights for lasting success. Join us to reach new heights!",https://www.eventbrite.com/e/grow-your-biz-pro-branding-social-selling-online-event-chula-vista-tickets-1236770346399,free
"career, professional",1309015192679,Pursuing Peace & Purpose for Empaths & Highly Sensitives - San Diego,Instant Ease With Presh,2025-08-04 18:00,"San Diego, San Diego, CA, 92101, US","Join this 3-day online workshop ($55, now FREE for a limited time!) to kickstart your Pursuit of Peace & Purpose as an empath or HSP.",https://www.eventbrite.com/e/pursuing-peace-purpose-for-empaths-highly-sensitives-san-diego-tickets-1309015192679,USD 55.00
"career, professional",1309116565889,Pursuing Peace & Purpose for Empaths & Highly Sensitives - El Monte,Instant Ease With Presh,2025-08-04 18:00,"El Monte, El Monte, CA, 91731, US","Join this 3-day online workshop ($55, now FREE for a limited time!) to kickstart your Pursuit of Peace & Purpose as an empath or HSP.",https://www.eventbrite.com/e/pursuing-peace-purpose-for-empaths-highly-sensitives-el-monte-tickets-1309116565889,USD 55.00
